GUID_A;GUID_B;Label_Type;;;Lese Datei ein ./Analysemodelle/21_22 L_TWP_Tragwerksmodell 0D Ausr Anschluss.xlsx... 
06Pte0Tcj2TOJl7uUBr1ga;32BGFhErj7SRU5qku9pooD;Total;;;
0VwupX169CwxxSeRdb09NA;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;1AWCSdNsHB4wb9F_j8aGQm;Total;;;
1joREjP1XF7A1yiYCAtg7Q;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;1KeFpCeh5CM9s3cM_teNNz;Total;;;
1FwvCMrBP6hff0fESyXnhL;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
1cOJ$PkQ150edVMhMxHRUv;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
0VwupX169CwxxSeRdb09NA;3qi6phczP7OuCtM2O$2tWc;Total;;;
05ICfHt0b6jQGuYoY158kj;1joREjP1XF7A1yiYCAtg7Q;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;3qi6phczP7OuCtM2O$2tWc;Total;;;
2Z5WWI_LD3aBiSmfDoWx$G;2ebfycBi9CsBWp$kyi9U1H;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;39$D4p3RvDeBum6XvJnHqf;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;1FwvCMrBP6hff0fESyXnhL;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;32BGFhErj7SRU5qku9pooD;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;0WvlS_ohz6$xaCwFgUyPtZ;Total;;;
3$b3wIbhH17Oub111pkLDF;3JphQBs7r2eOJrAQP3hHpB;Total;;;
0Z1wBDxbH6xeayFutzfara;0bhY5dK5b2D9cAfPa6iciI;Total;;;
0JeEfxCcX0GuqDB$sitER$;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
1cOJ$PkQ150edVMhMxHRUv;2KjJ0ItYT0xODkZHVwv9bj;Total;;;
0VwupX169CwxxSeRdb09NA;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0AWeagGxn4K8SQhuSKHnA$;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
39GcRhJJ92$QgPLAjTa$Kp;3qi6phczP7OuCtM2O$2tWc;Total;;;
0LNv7Xum5FX89RO92ouCKV;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
05ICfHt0b6jQGuYoY158kj;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;0gQaaatRz29hdrFtHOSgqG;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;13Ov1SoL12y91pIvszNN_U;Total;;;
0PNJtCD$5F6hK376rO4h89;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;1joREjP1XF7A1yiYCAtg7Q;Total;;;
2kiyiQ2lvENBFDb4gK8tQf;3qi6phczP7OuCtM2O$2tWc;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
29iu0xDujB5udMvw4Reg0L;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
0Zps7UP6v15v_OX_A9sUCL;0tMvCeo_z2Qg9N35jwDJZo;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;27HhqnJu9B0vRyQqfPdiu$;Total;;;
05ICfHt0b6jQGuYoY158kj;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
1clm38N0r2PedYDEb3C372;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
2kiyiQ2lvENBFDb4gK8tQf;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1AWCSdNsHB4wb9F_j8aGQm;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
2rYjDpq0H5GAJH2GD9zejy;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1kRKeXrvr2OAul$zbdfUDJ;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
0swePq8nLCnBPnmdwS2I4J;0tMvCeo_z2Qg9N35jwDJZo;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
1STVORG453jR_3joKZXVHz;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
2YJhYNSNX4MBm47Tp6_Asb;2ebfycBi9CsBWp$kyi9U1H;Total;;;
1KeFpCeh5CM9s3cM_teNNz;29iu0xDujB5udMvw4Reg0L;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;3P36g6cvz5C8rdWZO85c$I;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1clm38N0r2PedYDEb3C372;Total;;;
05ICfHt0b6jQGuYoY158kj;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;39$D4p3RvDeBum6XvJnHqf;Total;;;
0yrUlYlaD5iQH5qtvZru5c;13Ov1SoL12y91pIvszNN_U;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
0JeEfxCcX0GuqDB$sitER$;0KUOsgQ1b1EPlgC_Zyzjp0;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;3$b3wIbhH17Oub111pkLDF;Total;;;
2bb9iaRDP1w9M3PVy4bmdR;32BGFhErj7SRU5qku9pooD;Total;;;
19ovyKHuv1gxTe7IVaF5zo;1FwvCMrBP6hff0fESyXnhL;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;3Qywk57ff2geGRN0NrOnUR;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;1hgBp2TmzEvRr5FjNo8rJP;Total;;;
20Kp$Io2zDy9xUuhHJ8Q63;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;1AWCSdNsHB4wb9F_j8aGQm;Total;;;
11rrb$dvv9rPYCxRwiCQNE;3JphQBs7r2eOJrAQP3hHpB;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;3rjgs85Xr5WAujYpuVT5__;Total;;;
19ovyKHuv1gxTe7IVaF5zo;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
1vARaIIRj0oRX2pyhHuzDt;3qi6phczP7OuCtM2O$2tWc;Total;;;
11rrb$dvv9rPYCxRwiCQNE;13Ov1SoL12y91pIvszNN_U;Total;;;
0gQaaatRz29hdrFtHOSgqG;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
0JeEfxCcX0GuqDB$sitER$;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
0yrUlYlaD5iQH5qtvZru5c;39$D4p3RvDeBum6XvJnHqf;Total;;;
2YJhYNSNX4MBm47Tp6_Asb;3Qywk57ff2geGRN0NrOnUR;Total;;;
0yrUlYlaD5iQH5qtvZru5c;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
1vARaIIRj0oRX2pyhHuzDt;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0CI83dCJPExuUk6jHv_HqA;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
0swePq8nLCnBPnmdwS2I4J;29iu0xDujB5udMvw4Reg0L;Total;;;
2Xg$vq1dn3KfUc$UCRuFQG;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
3PjQ6W0RTDsB2_GNR_9Ci9;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
0PNJtCD$5F6hK376rO4h89;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
3bSKFgKqX5w8m0D_9lXbyJ;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
3JkBa6TvX0rAtVF3Zi2l85;3JphQBs7r2eOJrAQP3hHpB;Total;;;
0Z1wBDxbH6xeayFutzfara;3X7$pZ_e99fhYGXKMCln7S;Total;;;
0VwupX169CwxxSeRdb09NA;1joREjP1XF7A1yiYCAtg7Q;Total;;;
19ovyKHuv1gxTe7IVaF5zo;3$b3wIbhH17Oub111pkLDF;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;1joREjP1XF7A1yiYCAtg7Q;Total;;;
11rrb$dvv9rPYCxRwiCQNE;39$D4p3RvDeBum6XvJnHqf;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
1XbqrhNIz4jQKQmvfxrbMP;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
0LNv7Xum5FX89RO92ouCKV;1vARaIIRj0oRX2pyhHuzDt;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;3rjgs85Xr5WAujYpuVT5__;Total;;;
0LNv7Xum5FX89RO92ouCKV;11LIOS6UT1jPfP2Xwl8$N3;Total;;;
0VwupX169CwxxSeRdb09NA;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0yrUlYlaD5iQH5qtvZru5c;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
0LNv7Xum5FX89RO92ouCKV;2rYjDpq0H5GAJH2GD9zejy;Total;;;
13Ov1SoL12y91pIvszNN_U;27HhqnJu9B0vRyQqfPdiu$;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;1vARaIIRj0oRX2pyhHuzDt;Total;;;
0LNv7Xum5FX89RO92ouCKV;16GSwL2a1FPPVw1Djul6P4;Total;;;
1clm38N0r2PedYDEb3C372;29iu0xDujB5udMvw4Reg0L;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
2bb9iaRDP1w9M3PVy4bmdR;3Qywk57ff2geGRN0NrOnUR;Total;;;
1cOJ$PkQ150edVMhMxHRUv;2YJhYNSNX4MBm47Tp6_Asb;Total;;;
1KeFpCeh5CM9s3cM_teNNz;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
13Ov1SoL12y91pIvszNN_U;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
0VwupX169CwxxSeRdb09NA;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0Zps7UP6v15v_OX_A9sUCL;1AWCSdNsHB4wb9F_j8aGQm;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
13Ov1SoL12y91pIvszNN_U;3P36g6cvz5C8rdWZO85c$I;Total;;;
27HhqnJu9B0vRyQqfPdiu$;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
05ICfHt0b6jQGuYoY158kj;0CI83dCJPExuUk6jHv_HqA;Total;;;
1cTAfCfsr7NPSOP5xgRVBm;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;32BGFhErj7SRU5qku9pooD;Total;;;
11rrb$dvv9rPYCxRwiCQNE;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1STVORG453jR_3joKZXVHz;Total;;;
1cOJ$PkQ150edVMhMxHRUv;2ebfycBi9CsBWp$kyi9U1H;Total;;;
0LNv7Xum5FX89RO92ouCKV;3VvN1KmEn7zxWm85XNr_n_;Total;;;
2kiyiQ2lvENBFDb4gK8tQf;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
0VwupX169CwxxSeRdb09NA;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;0WvlS_ohz6$xaCwFgUyPtZ;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;1JCJhZImvB$AxeIVYMyC9n;Total;;;
0JeEfxCcX0GuqDB$sitER$;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
1joREjP1XF7A1yiYCAtg7Q;3X7$pZ_e99fhYGXKMCln7S;Total;;;
1FwvCMrBP6hff0fESyXnhL;3X7$pZ_e99fhYGXKMCln7S;Total;;;
1KeFpCeh5CM9s3cM_teNNz;3$b3wIbhH17Oub111pkLDF;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;1clm38N0r2PedYDEb3C372;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
0bhY5dK5b2D9cAfPa6iciI;3qi6phczP7OuCtM2O$2tWc;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
2Z5WWI_LD3aBiSmfDoWx$G;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
32BGFhErj7SRU5qku9pooD;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
0bhY5dK5b2D9cAfPa6iciI;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0LNv7Xum5FX89RO92ouCKV;34hNs6SCP5KeiMUm2ucF9o;Total;;;
0Zps7UP6v15v_OX_A9sUCL;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
1STVORG453jR_3joKZXVHz;2ebfycBi9CsBWp$kyi9U1H;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;34hNs6SCP5KeiMUm2ucF9o;Total;;;
1i5Ld_9wn3muR6HLudOdm9;29iu0xDujB5udMvw4Reg0L;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;3rjgs85Xr5WAujYpuVT5__;Total;;;
0PNJtCD$5F6hK376rO4h89;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;27HhqnJu9B0vRyQqfPdiu$;Total;;;
19ovyKHuv1gxTe7IVaF5zo;1JCJhZImvB$AxeIVYMyC9n;Total;;;
1cOJ$PkQ150edVMhMxHRUv;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;0yrUlYlaD5iQH5qtvZru5c;Total;;;
1clm38N0r2PedYDEb3C372;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
0yrUlYlaD5iQH5qtvZru5c;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;27HhqnJu9B0vRyQqfPdiu$;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;1cOJ$PkQ150edVMhMxHRUv;Total;;;
0LNv7Xum5FX89RO92ouCKV;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
3JphQBs7r2eOJrAQP3hHpB;3VvN1KmEn7zxWm85XNr_n_;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;0yrUlYlaD5iQH5qtvZru5c;Total;;;
2Xg$vq1dn3KfUc$UCRuFQG;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;3P36g6cvz5C8rdWZO85c$I;Total;;;
0LNv7Xum5FX89RO92ouCKV;2KjJ0ItYT0xODkZHVwv9bj;Total;;;
0VwupX169CwxxSeRdb09NA;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
1JCJhZImvB$AxeIVYMyC9n;29iu0xDujB5udMvw4Reg0L;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;3JkBa6TvX0rAtVF3Zi2l85;Total;;;
0yrUlYlaD5iQH5qtvZru5c;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
3PjQ6W0RTDsB2_GNR_9Ci9;3qi6phczP7OuCtM2O$2tWc;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;3P36g6cvz5C8rdWZO85c$I;Total;;;
20Kp$Io2zDy9xUuhHJ8Q63;3X7$pZ_e99fhYGXKMCln7S;Total;;;
3bSKFgKqX5w8m0D_9lXbyJ;3qi6phczP7OuCtM2O$2tWc;Total;;;
1vARaIIRj0oRX2pyhHuzDt;3rjgs85Xr5WAujYpuVT5__;Total;;;
0CI83dCJPExuUk6jHv_HqA;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
05ICfHt0b6jQGuYoY158kj;11rrb$dvv9rPYCxRwiCQNE;Total;;;
11rrb$dvv9rPYCxRwiCQNE;39GcRhJJ92$QgPLAjTa$Kp;Total;;;
0gQaaatRz29hdrFtHOSgqG;3X7$pZ_e99fhYGXKMCln7S;Total;;;
0Z1wBDxbH6xeayFutzfara;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
1clm38N0r2PedYDEb3C372;3JphQBs7r2eOJrAQP3hHpB;Total;;;
1clm38N0r2PedYDEb3C372;3$b3wIbhH17Oub111pkLDF;Total;;;
1STVORG453jR_3joKZXVHz;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
1KeFpCeh5CM9s3cM_teNNz;1STVORG453jR_3joKZXVHz;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;11rrb$dvv9rPYCxRwiCQNE;Total;;;
05ICfHt0b6jQGuYoY158kj;0gQaaatRz29hdrFtHOSgqG;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;2ebfycBi9CsBWp$kyi9U1H;Total;;;
0JeEfxCcX0GuqDB$sitER$;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
19ovyKHuv1gxTe7IVaF5zo;1cOJ$PkQ150edVMhMxHRUv;Total;;;
0AWeagGxn4K8SQhuSKHnA$;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;0ZRnr2akj4$Rx4oWTxfcJt;Total;;;
37Hi8j$3b5cwoX$KEiBpUC;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
2bb9iaRDP1w9M3PVy4bmdR;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;0gQaaatRz29hdrFtHOSgqG;Total;;;
11rrb$dvv9rPYCxRwiCQNE;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;2rYjDpq0H5GAJH2GD9zejy;Total;;;
2bb9iaRDP1w9M3PVy4bmdR;3P36g6cvz5C8rdWZO85c$I;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1joREjP1XF7A1yiYCAtg7Q;Total;;;
1i5Ld_9wn3muR6HLudOdm9;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;16GSwL2a1FPPVw1Djul6P4;Total;;;
3X7$pZ_e99fhYGXKMCln7S;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
1KeFpCeh5CM9s3cM_teNNz;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
13Ov1SoL12y91pIvszNN_U;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
0tMvCeo_z2Qg9N35jwDJZo;1i5Ld_9wn3muR6HLudOdm9;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
16GSwL2a1FPPVw1Djul6P4;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
1joREjP1XF7A1yiYCAtg7Q;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
1d6xcPEtPAzvc4tfKRn0gC;29iu0xDujB5udMvw4Reg0L;Total;;;
1g$zlNVOH0yxxNDZPAYtcw;3rjgs85Xr5WAujYpuVT5__;Total;;;
1hgBp2TmzEvRr5FjNo8rJP;2ebfycBi9CsBWp$kyi9U1H;Total;;;
05ICfHt0b6jQGuYoY158kj;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
2ebfycBi9CsBWp$kyi9U1H;3X7$pZ_e99fhYGXKMCln7S;Total;;;
0VwupX169CwxxSeRdb09NA;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
1jCdPvHrD8c8FBvx8tV5Td;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
1FwvCMrBP6hff0fESyXnhL;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
0swePq8nLCnBPnmdwS2I4J;1STVORG453jR_3joKZXVHz;Total;;;
2YJhYNSNX4MBm47Tp6_Asb;2Z5WWI_LD3aBiSmfDoWx$G;Total;;;
0bhY5dK5b2D9cAfPa6iciI;37Hi8j$3b5cwoX$KEiBpUC;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;39$D4p3RvDeBum6XvJnHqf;Total;;;
3JkBa6TvX0rAtVF3Zi2l85;3PjQ6W0RTDsB2_GNR_9Ci9;Total;;;
11LIOS6UT1jPfP2Xwl8$N3;3$b3wIbhH17Oub111pkLDF;Total;;;
0PNJtCD$5F6hK376rO4h89;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
3P36g6cvz5C8rdWZO85c$I;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1i5Ld_9wn3muR6HLudOdm9;3$b3wIbhH17Oub111pkLDF;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;0gQaaatRz29hdrFtHOSgqG;Total;;;
0dOhaXOZD7YQ9AJ0g$gWYC;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;0vHEzwKjT0sPHEY5dCh3WS;Total;;;
0Zps7UP6v15v_OX_A9sUCL;3qi6phczP7OuCtM2O$2tWc;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;2rYjDpq0H5GAJH2GD9zejy;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;16GSwL2a1FPPVw1Djul6P4;Total;;;
0swePq8nLCnBPnmdwS2I4J;1KeFpCeh5CM9s3cM_teNNz;Total;;;
0bhY5dK5b2D9cAfPa6iciI;1jCdPvHrD8c8FBvx8tV5Td;Total;;;
0Zps7UP6v15v_OX_A9sUCL;2kiyiQ2lvENBFDb4gK8tQf;Total;;;
0swePq8nLCnBPnmdwS2I4J;3qi6phczP7OuCtM2O$2tWc;Total;;;
0LNv7Xum5FX89RO92ouCKV;32BGFhErj7SRU5qku9pooD;Total;;;
0Z1wBDxbH6xeayFutzfara;29iu0xDujB5udMvw4Reg0L;Total;;;
0LNv7Xum5FX89RO92ouCKV;2YJhYNSNX4MBm47Tp6_Asb;Total;;;
0swePq8nLCnBPnmdwS2I4J;2yLI$bp2n6tOR$yBmR5iTh;Total;;;
2Z5WWI_LD3aBiSmfDoWx$G;3X7$pZ_e99fhYGXKMCln7S;Total;;;
0DcfEzgfT50QU_ZLU5eZ2D;3rjgs85Xr5WAujYpuVT5__;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;32BGFhErj7SRU5qku9pooD;Total;;;
0VwupX169CwxxSeRdb09NA;11rrb$dvv9rPYCxRwiCQNE;Total;;;
0zxMsMeFf3Vw37tVbf0qlT;11rrb$dvv9rPYCxRwiCQNE;Total;;;
1AWCSdNsHB4wb9F_j8aGQm;1cTAfCfsr7NPSOP5xgRVBm;Total;;;
0PNJtCD$5F6hK376rO4h89;0swePq8nLCnBPnmdwS2I4J;Total;;;
0WJI2Y7_53_AFuVQRhjK7k;3VvN1KmEn7zxWm85XNr_n_;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;0dOhaXOZD7YQ9AJ0g$gWYC;Total;;;
0LNv7Xum5FX89RO92ouCKV;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
0CI83dCJPExuUk6jHv_HqA;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
0CI83dCJPExuUk6jHv_HqA;1i5Ld_9wn3muR6HLudOdm9;Total;;;
1hgBp2TmzEvRr5FjNo8rJP;20Kp$Io2zDy9xUuhHJ8Q63;Total;;;
2rYjDpq0H5GAJH2GD9zejy;39$D4p3RvDeBum6XvJnHqf;Total;;;
1USxzWmJbAEBiD6TqgjJ8f;1d6xcPEtPAzvc4tfKRn0gC;Total;;;
1kRKeXrvr2OAul$zbdfUDJ;3tQNSoEwH30OAuW0eJ8UrB;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;2tlYZj4hDBZhpPGzvC86Hp;Total;;;
1cTAfCfsr7NPSOP5xgRVBm;3XDScaZEv2LwJxlrkQ5wPf;Total;;;
1STVORG453jR_3joKZXVHz;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
2ebfycBi9CsBWp$kyi9U1H;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
2KjJ0ItYT0xODkZHVwv9bj;3P36g6cvz5C8rdWZO85c$I;Total;;;
06Pte0Tcj2TOJl7uUBr1ga;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
0ZRnr2akj4$Rx4oWTxfcJt;1g$zlNVOH0yxxNDZPAYtcw;Total;;;
0JeEfxCcX0GuqDB$sitER$;1XbqrhNIz4jQKQmvfxrbMP;Total;;;
0yrUlYlaD5iQH5qtvZru5c;3rjgs85Xr5WAujYpuVT5__;Total;;;
0gQaaatRz29hdrFtHOSgqG;1kRKeXrvr2OAul$zbdfUDJ;Total;;;
0vHEzwKjT0sPHEY5dCh3WS;3lBnM_5azBh9$8ISQy6OFQ;Total;;;
1KeFpCeh5CM9s3cM_teNNz;1joREjP1XF7A1yiYCAtg7Q;Total;;;
1d6xcPEtPAzvc4tfKRn0gC;2bb9iaRDP1w9M3PVy4bmdR;Total;;;
0AWeagGxn4K8SQhuSKHnA$;3zNK4ljcH0xeJ0C6VAJdTa;Total;;;
2Xg$vq1dn3KfUc$UCRuFQG;3bSKFgKqX5w8m0D_9lXbyJ;Total;;;
0WvlS_ohz6$xaCwFgUyPtZ;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
1joREjP1XF7A1yiYCAtg7Q;29iu0xDujB5udMvw4Reg0L;Total;;;
1KeFpCeh5CM9s3cM_teNNz;1USxzWmJbAEBiD6TqgjJ8f;Total;;;
1FwvCMrBP6hff0fESyXnhL;29iu0xDujB5udMvw4Reg0L;Total;;;
0bhY5dK5b2D9cAfPa6iciI;2Xg$vq1dn3KfUc$UCRuFQG;Total;;;
0KUOsgQ1b1EPlgC_Zyzjp0;1vARaIIRj0oRX2pyhHuzDt;Total;;;
0LNv7Xum5FX89RO92ouCKV;3Qywk57ff2geGRN0NrOnUR;Total;;;
